Ticker,date,isEnabled
AFCG,2021-05-26,true
AFG,2021-05-26,true
AFGB,2021-05-26,true
AFGC,2021-05-26,true
AFGD,2021-05-26,true
AFGE,2021-05-26,true
AFI,2021-05-26,true
AFIB,2021-05-26,true
AFIF,2021-05-26,true
AFIN,2021-05-26,true
AFINO,2021-05-26,true
AFINP,2021-05-26,true
AFK,2021-05-26,true
AFL,2021-05-26,true
AFLG,2021-05-26,true
AFMC,2021-05-26,true
AFMD,2021-05-26,true
AFRM,2021-05-26,true
AFSM,2021-05-26,true
AFT,2021-05-26,true
AFTY,2021-05-26,true
AFYA,2021-05-26,true
AG,2021-05-26,true
AGAC,2021-05-26,true
AGAC+,2021-05-26,true
AGAC=,2021-05-26,true
AGBA,2021-05-26,true
AGBAR,2021-05-26,true
AGBAU,2021-05-26,true
AGBAW,2021-05-26,true
AGC,2021-05-26,true
AGCB,2021-05-26,true
AGCO,2021-05-26,true
AGCUU,2021-05-26,true
AGCWW,2021-05-26,true
AGD,2021-05-26,true
AGE,2021-05-26,true
AGEN,2021-05-26,true
AGFS,2021-05-26,true
AGFY,2021-05-26,true
AGG,2021-05-26,true
AGGR,2021-05-26,true
AGGRU,2021-05-26,true
AGGRW,2021-05-26,true
AGGY,2021-05-26,true
AGI,2021-05-26,true
AGIO,2021-05-26,true
AGL,2021-05-26,true
AGLE,2021-05-26,true
AGM,2021-05-26,true
AGM-C,2021-05-26,true
AGM-D,2021-05-26,true
AGM-E,2021-05-26,true
AGM-F,2021-05-26,true
AGM.A,2021-05-26,true
AGMH,2021-05-26,true
AGNC,2021-05-26,true
AGNCM,2021-05-26,true
AGNCN,2021-05-26,true
AGNCO,2021-05-26,true
AGNCP,2021-05-26,true
AGNG,2021-05-26,true
AGO,2021-05-26,true
AGO-B,2021-05-26,true
AGO-E,2021-05-26,true
AGO-F,2021-05-26,true
AGOX,2021-05-26,false
AGQ,2021-05-26,true
AGR,2021-05-26,true
AGRO,2021-05-26,true
AGRX,2021-05-26,true
AGS,2021-05-26,true
AGT,2021-05-26,true
AGTC,2021-05-26,true
AGTI,2021-05-26,true
AGX,2021-05-26,true
AGYS,2021-05-26,true
AGZ,2021-05-26,true
AGZD,2021-05-26,true
AHAC,2021-05-26,true
AHACU,2021-05-26,true
AHACW,2021-05-26,true
AHC,2021-05-26,true
AHCO,2021-05-26,true
AHH,2021-05-26,true
AHH-A,2021-05-26,true
AHL-C,2021-05-26,true
AHL-D,2021-05-26,true
AHL-E,2021-05-26,true
AHPI,2021-05-26,true
AHT,2021-05-26,true
AHT-D,2021-05-26,true
AHT-F,2021-05-26,true
AHT-G,2021-05-26,true
AHT-H,2021-05-26,true
AHT-I,2021-05-26,true
AI,2021-05-26,true
AIA,2021-05-26,true
AIC,2021-05-26,true
AIEQ,2021-05-26,true
AIF,2021-05-26,true
AIG,2021-05-26,true
AIG-A,2021-05-26,true
AIH,2021-05-26,true
AIHS,2021-05-26,true
AIIQ,2021-05-26,true
AIKI,2021-05-26,true
AIM,2021-05-26,true
AIMC,2021-05-26,true
AIN,2021-05-26,true
AINC,2021-05-26,true
AINV,2021-05-26,true
AIO,2021-05-26,true
AIQ,2021-05-26,true
AIR,2021-05-26,true
AIRC,2021-05-26,true
AIRG,2021-05-26,true
AIRI,2021-05-26,true
AIRR,2021-05-26,true
AIRT,2021-05-26,true
AIRTP,2021-05-26,true
AIRTW,2021-05-26,true
AIT,2021-05-26,true
AIV,2021-05-26,true
AIW,2021-05-26,true
AIZ,2021-05-26,true
AIZN,2021-05-26,true
AJAX,2021-05-26,true
AJAX+,2021-05-26,true
AJAX=,2021-05-26,true
AJG,2021-05-26,true
AJRD,2021-05-26,true
AJX,2021-05-26,true
AJXA,2021-05-26,true
AKAM,2021-05-26,true
AKBA,2021-05-26,true
AKIC,2021-05-26,true
AKICU,2021-05-26,true
AKICW,2021-05-26,true
AKO.A,2021-05-26,true
AKO.B,2021-05-26,true
AKR,2021-05-26,true
AKRO,2021-05-26,true
AKTS,2021-05-26,true
AKTX,2021-05-26,true
AKU,2021-05-26,true
AKUS,2021-05-26,true
AKYA,2021-05-26,true
AL,2021-05-26,true
AL-A,2021-05-26,true
ALAC,2021-05-26,true
ALACR,2021-05-26,true
ALACU,2021-05-26,true
ALACW,2021-05-26,true
ALB,2021-05-26,true
ALBO,2021-05-26,true
ALC,2021-05-26,true
ALCO,2021-05-26,true
ALDX,2021-05-26,true
ALE,2021-05-26,true
ALEC,2021-05-26,true
ALEX,2021-05-26,true
ALF,2021-05-26,true
ALFA,2021-05-26,true
ALFIW,2021-05-26,true
ALG,2021-05-26,true
ALGM,2021-05-26,true
ALGN,2021-05-26,true
ALGS,2021-05-26,true
ALGT,2021-05-26,true
ALHC,2021-05-26,true
ALIM,2021-05-26,true
ALIN-A,2021-05-26,true
ALIN-B,2021-05-26,true
ALIN-E,2021-05-26,true
ALJJ,2021-05-26,true
ALK,2021-05-26,true
ALKS,2021-05-26,true
ALKT,2021-05-26,true
ALL,2021-05-26,true
ALL-B,2021-05-26,true
ALL-G,2021-05-26,true
ALL-H,2021-05-26,true
ALL-I,2021-05-26,true
ALLE,2021-05-26,true
ALLK,2021-05-26,true
ALLO,2021-05-26,true
ALLT,2021-05-26,true
ALLY,2021-05-26,true
ALLY-A,2021-05-26,true
ALNA,2021-05-26,true
ALNY,2021-05-26,true
ALOT,2021-05-26,true
ALP-Q,2021-05-26,true
ALPAU,2021-05-26,true
ALPN,2021-05-26,true
ALRM,2021-05-26,true
ALRN,2021-05-26,true
ALRS,2021-05-26,true
ALSK,2021-05-26,true
ALSN,2021-05-26,true
ALT,2021-05-26,true
ALTA,2021-05-26,true
ALTG,2021-05-26,true
ALTG-A,2021-05-26,true
ALTL,2021-05-26,true
ALTM,2021-05-26,true
ALTO,2021-05-26,true
ALTR,2021-05-26,true
ALTS,2021-05-26,true
ALTU,2021-05-26,true
ALTUU,2021-05-26,true
ALTUW,2021-05-26,true
ALTY,2021-05-26,true
ALUS,2021-05-26,true
ALUS+,2021-05-26,true
ALUS=,2021-05-26,true
ALV,2021-05-26,true
ALVR,2021-05-26,true
ALX,2021-05-26,true
ALXN,2021-05-26,true
ALXO,2021-05-26,true
ALYA,2021-05-26,true
AM,2021-05-26,true
AMAL,2021-05-26,true
AMAO,2021-05-26,true
AMAOU,2021-05-26,true
AMAOW,2021-05-26,true
AMAT,2021-05-26,true
AMBA,2021-05-26,true
AMBC,2021-05-26,true
AMBC+,2021-05-26,true
AMBO,2021-05-26,true
AMC,2021-05-26,true
AMCA,2021-05-26,true
AMCIU,2021-05-26,true
AMCR,2021-05-26,true
AMCX,2021-05-26,true
AMD,2021-05-26,true
AME,2021-05-26,true
AMED,2021-05-26,true
AMEH,2021-05-26,true
AMER,2021-05-26,true
AMG,2021-05-26,true
AMGN,2021-05-26,true
AMH,2021-05-26,true
AMH-D,2021-05-26,true
AMH-E,2021-05-26,true
AMH-F,2021-05-26,true
AMH-G,2021-05-26,true
AMH-H,2021-05-26,true
AMHC,2021-05-26,true
AMHCU,2021-05-26,true
AMHCW,2021-05-26,true
AMJ,2021-05-26,true
AMK,2021-05-26,true
AMKR,2021-05-26,true
AMLP,2021-05-26,true
AMN,2021-05-26,true
AMNA,2021-05-26,true
AMNB,2021-05-26,true
AMND,2021-05-26,true
AMOM,2021-05-26,true
AMOT,2021-05-26,true
AMOV,2021-05-26,true
AMP,2021-05-26,true
AMPE,2021-05-26,true
AMPG,2021-05-26,true
AMPGW,2021-05-26,true
AMPH,2021-05-26,true
AMPI,2021-05-26,true
AMPI+,2021-05-26,true
AMPI=,2021-05-26,true
AMPY,2021-05-26,true
AMR,2021-05-26,true
AMRB,2021-05-26,true
AMRC,2021-05-26,true
AMRK,2021-05-26,true
AMRN,2021-05-26,true
AMRS,2021-05-26,true
AMRX,2021-05-26,true
AMS,2021-05-26,true
AMSC,2021-05-26,true
AMSF,2021-05-26,true
AMST,2021-05-26,true
AMSWA,2021-05-26,true
AMT,2021-05-26,true
AMTB,2021-05-26,true
AMTBB,2021-05-26,true
AMTI,2021-05-26,true
AMTR,2021-05-26,true
AMTX,2021-05-26,true
AMUB,2021-05-26,true
AMWD,2021-05-26,true
AMWL,2021-05-26,true
AMX,2021-05-26,true
AMYT,2021-05-26,true
AMZA,2021-05-26,true
AMZN,2021-05-26,true
AN,2021-05-26,true
ANAB,2021-05-26,true
ANAC,2021-05-26,true
ANAC+,2021-05-26,true
ANAC=,2021-05-26,true
ANAT,2021-05-26,true
ANDA,2021-05-26,true
ANDAR,2021-05-26,true
ANDAU,2021-05-26,true
ANDAW,2021-05-26,true
ANDE,2021-05-26,true
ANEB,2021-05-26,true
ANET,2021-05-26,true
ANEW,2021-05-26,true
ANF,2021-05-26,true
ANGI,2021-05-26,true
ANGL,2021-05-26,true
ANGN,2021-05-26,true
ANGO,2021-05-26,true
ANIK,2021-05-26,true
ANIP,2021-05-26,true
ANIX,2021-05-26,true
ANNX,2021-05-26,true
ANPC,2021-05-26,true
ANSS,2021-05-26,true
ANTE,2021-05-26,true
ANTM,2021-05-26,true
ANVS,2021-05-26,true
ANY,2021-05-26,true
ANZU,2021-05-26,true
ANZUU,2021-05-26,true
ANZUW,2021-05-26,true
AOA,2021-05-26,true
AOD,2021-05-26,true
AOK,2021-05-26,true
AOM,2021-05-26,true
AON,2021-05-26,true
AONE,2021-05-26,true
AONE+,2021-05-26,true
AONE=,2021-05-26,true
AOR,2021-05-26,true
AOS,2021-05-26,true
AOSL,2021-05-26,true
AOUT,2021-05-26,true
AP,2021-05-26,true
AP+,2021-05-26,true
APA,2021-05-26,true
APAM,2021-05-26,true
APD,2021-05-26,true
APDN,2021-05-26,true
APEI,2021-05-26,true
APEN,2021-05-26,true
APG,2021-05-26,true
APGB,2021-05-26,true
APGB+,2021-05-26,true
APGB=,2021-05-26,true
APH,2021-05-26,true
API,2021-05-26,true
APLE,2021-05-26,true
APLS,2021-05-26,true
APLT,2021-05-26,true
APM,2021-05-26,true
APO,2021-05-26,true
APO-A,2021-05-26,true
APO-B,2021-05-26,true
APOG,2021-05-26,true
APOP,2021-05-26,true
APOPW,2021-05-26,true
APP,2021-05-26,true
APPF,2021-05-26,true
APPH,2021-05-26,true
APPHW,2021-05-26,true
APPN,2021-05-26,true
APPS,2021-05-26,true
APR,2021-05-26,true
APRE,2021-05-26,true
APRN,2021-05-26,true
APRZ,2021-05-26,true
APSG,2021-05-26,true
APSG+,2021-05-26,true
APSG=,2021-05-26,true
APT,2021-05-26,true
APTO,2021-05-26,true
APTS,2021-05-26,true
APTV,2021-05-26,true
APTV-A,2021-05-26,true
APTX,2021-05-26,true
APVO,2021-05-26,true
APWC,2021-05-26,true
APXT,2021-05-26,true
APXTU,2021-05-26,true
APXTW,2021-05-26,true
APYX,2021-05-26,true
AQB,2021-05-26,true
AQMS,2021-05-26,true
AQN,2021-05-26,true
AQNA,2021-05-26,true
AQNB,2021-05-26,true
AQST,2021-05-26,true
AQUA,2021-05-26,true
AQWA,2021-05-26,true
AR,2021-05-26,true
ARAV,2021-05-26,true
ARAY,2021-05-26,true
ARB,2021-05-26,true
ARBG,2021-05-26,true
ARBGU,2021-05-26,true
ARBGW,2021-05-26,true
ARC,2021-05-26,true
ARCB,2021-05-26,true
ARCC,2021-05-26,true
ARCE,2021-05-26,true
ARCH,2021-05-26,true
ARCM,2021-05-26,true
ARCO,2021-05-26,true
ARCT,2021-05-26,true
ARD,2021-05-26,true
ARDC,2021-05-26,true
ARDS,2021-05-26,true
ARDX,2021-05-26,true
ARE,2021-05-26,true
AREC,2021-05-26,true
ARES,2021-05-26,true
ARES-A,2021-05-26,true
ARGD,2021-05-26,true
ARGO,2021-05-26,true
ARGO-A,2021-05-26,true
ARGT,2021-05-26,true
ARGX,2021-05-26,true
ARI,2021-05-26,true
ARKF,2021-05-26,true
ARKG,2021-05-26,true
ARKK,2021-05-26,true
ARKO,2021-05-26,true
ARKOW,2021-05-26,true
ARKQ,2021-05-26,true
ARKR,2021-05-26,true
ARKW,2021-05-26,true
ARKX,2021-05-26,true
ARL,2021-05-26,true
ARLO,2021-05-26,true
ARLP,2021-05-26,true
ARMK,2021-05-26,true
ARMP,2021-05-26,true
ARMR,2021-05-26,true
ARNA,2021-05-26,true
ARNC,2021-05-26,true
AROC,2021-05-26,true
AROW,2021-05-26,true
ARPO,2021-05-26,true
ARQT,2021-05-26,true
ARR,2021-05-26,true
ARR-C,2021-05-26,true
ARRW,2021-05-26,true
ARRWU,2021-05-26,true
ARRWW,2021-05-26,true
ARRY,2021-05-26,true
ARTAU,2021-05-26,true
ARTL,2021-05-26,true
ARTLW,2021-05-26,true
ARTNA,2021-05-26,true
ARTW,2021-05-26,true
ARVL,2021-05-26,true
ARVLW,2021-05-26,true
ARVN,2021-05-26,true
ARW,2021-05-26,true
ARWR,2021-05-26,true
ARYA,2021-05-26,true
ARYD,2021-05-26,true
ASA,2021-05-26,true
ASAI,2021-05-26,true
ASAN,2021-05-26,true
ASAQ,2021-05-26,true
ASAQ+,2021-05-26,true
ASAQ=,2021-05-26,true
ASAX,2021-05-26,true
ASAXU,2021-05-26,true
ASAXW,2021-05-26,true
ASB,2021-05-26,true
ASB-C,2021-05-26,true
ASB-D,2021-05-26,true
ASB-E,2021-05-26,true
ASB-F,2021-05-26,true
ASC,2021-05-26,true
ASEA,2021-05-26,true
ASET,2021-05-26,true
ASG,2021-05-26,true
ASGI,2021-05-26,true
ASGN,2021-05-26,true
ASH,2021-05-26,true
ASHR,2021-05-26,true
ASHS,2021-05-26,true
ASHX,2021-05-26,true
ASIX,2021-05-26,true
ASLE,2021-05-26,true
ASLEW,2021-05-26,true
ASLN,2021-05-26,true
ASM,2021-05-26,true
ASMB,2021-05-26,true
ASML,2021-05-26,true
ASND,2021-05-26,true
ASO,2021-05-26,true
ASPC,2021-05-26,true
ASPCU,2021-05-26,true
ASPCW,2021-05-26,true
ASPL,2021-05-26,true
ASPL+,2021-05-26,true
ASPL=,2021-05-26,true
ASPN,2021-05-26,true
ASPS,2021-05-26,true
ASPU,2021-05-26,true
ASPY,2021-05-26,true
ASR,2021-05-26,true
ASRT,2021-05-26,true
ASRV,2021-05-26,true
ASRVP,2021-05-26,true
ASTC,2021-05-26,true
ASTE,2021-05-26,true
ASTS,2021-05-26,true
ASTSW,2021-05-26,true
ASUR,2021-05-26,true
ASX,2021-05-26,true
ASXC,2021-05-26,true
ASYS,2021-05-26,true
ASZ,2021-05-26,true
ASZ+,2021-05-26,true
ASZ=,2021-05-26,true
ATA,2021-05-26,true
ATA+,2021-05-26,true
ATA=,2021-05-26,true
ATAQ,2021-05-26,true
ATAQ+,2021-05-26,true
ATAQ=,2021-05-26,true
ATAX,2021-05-26,true
ATC,2021-05-26,true
ATCO,2021-05-26,true
ATCO-D,2021-05-26,true
ATCO-E,2021-05-26,true
ATCO-G,2021-05-26,true
ATCO-H,2021-05-26,true
ATCO-I,2021-05-26,true
ATCOL,2021-05-26,true
ATCX,2021-05-26,true
ATEC,2021-05-26,true
ATEN,2021-05-26,true
ATER,2021-05-26,true
ATEX,2021-05-26,true
ATFV,2021-05-26,false
ATGE,2021-05-26,true
ATH,2021-05-26,true
ATH-A,2021-05-26,true
ATH-B,2021-05-26,true
ATH-C,2021-05-26,true
ATH-D,2021-05-26,true
ATHA,2021-05-26,true
ATHE,2021-05-26,true
ATHM,2021-05-26,true
ATHN,2021-05-26,true
ATHN+,2021-05-26,true
ATHN=,2021-05-26,true
ATHX,2021-05-26,true
ATI,2021-05-26,true
ATIF,2021-05-26,true
ATKR,2021-05-26,true
ATLC,2021-05-26,true
ATLO,2021-05-26,true
ATMP,2021-05-26,true
ATMR,2021-05-26,true
ATMR+,2021-05-26,true
ATMR=,2021-05-26,true
ATNF,2021-05-26,true
ATNFW,2021-05-26,true
ATNI,2021-05-26,true
ATNM,2021-05-26,true
ATNX,2021-05-26,true
ATO,2021-05-26,true
ATOM,2021-05-26,true
ATOS,2021-05-26,true
ATR,2021-05-26,true
ATRA,2021-05-26,true
ATRC,2021-05-26,true
ATRI,2021-05-26,true
ATRO,2021-05-26,true
ATRS,2021-05-26,true
ATSG,2021-05-26,true
ATSPT,2021-05-26,true
ATSPU,2021-05-26,true
ATSPW,2021-05-26,true
ATTO,2021-05-26,true
ATUS,2021-05-26,true
ATVC,2021-05-26,true
ATVCU,2021-05-26,true
ATVCW,2021-05-26,true
ATVI,2021-05-26,true
ATXI,2021-05-26,true
AU,2021-05-26,true
AUB,2021-05-26,true
AUBAP,2021-05-26,true
AUBN,2021-05-26,true
AUD,2021-05-26,true
AUDC,2021-05-26,true
AUGZ,2021-05-26,true
AUMN,2021-05-26,true
AUPH,2021-05-26,true
AURC,2021-05-26,true
AURCU,2021-05-26,true
AURCW,2021-05-26,true
AUS,2021-05-26,true
AUS+,2021-05-26,true
AUS=,2021-05-26,true
AUSF,2021-05-26,true
AUTL,2021-05-26,true
AUTO,2021-05-26,true
AUUD,2021-05-26,true
AUUDW,2021-05-26,true
AUVI,2021-05-26,true
AUY,2021-05-26,true
AVA,2021-05-26,true
AVACU,2021-05-26,true
AVAH,2021-05-26,true
AVAL,2021-05-26,true
AVAN,2021-05-26,true
AVAN+,2021-05-26,true
AVAN=,2021-05-26,true
AVAV,2021-05-26,true
AVB,2021-05-26,true
AVCO,2021-05-26,true
AVCT,2021-05-26,true
AVCTW,2021-05-26,true
AVD,2021-05-26,true
AVDE,2021-05-26,true
AVDG,2021-05-26,true
AVDL,2021-05-26,true
AVDR,2021-05-26,true
AVDV,2021-05-26,true
AVEM,2021-05-26,true
AVEO,2021-05-26,true
AVGO,2021-05-26,true
AVGOP,2021-05-26,true
AVGR,2021-05-26,true
AVID,2021-05-26,true
AVIG,2021-05-26,true
AVIR,2021-05-26,true
AVK,2021-05-26,true
AVLR,2021-05-26,true
AVMU,2021-05-26,true
AVNS,2021-05-26,true
AVNT,2021-05-26,true
AVNW,2021-05-26,true
AVO,2021-05-26,true
AVRO,2021-05-26,true
AVSF,2021-05-26,true
AVT,2021-05-26,true
AVTR,2021-05-26,true
AVTR-A,2021-05-26,true
AVUS,2021-05-26,true
AVUV,2021-05-26,true
AVXL,2021-05-26,true
AVY,2021-05-26,true
AVYA,2021-05-26,true
AWAY,2021-05-26,true
AWF,2021-05-26,true
AWH,2021-05-26,true
AWI,2021-05-26,true
AWK,2021-05-26,true
AWP,2021-05-26,true
AWR,2021-05-26,true
AWRE,2021-05-26,true
AWTM,2021-05-26,true
AWX,2021-05-26,true
AX,2021-05-26,true
AXAS,2021-05-26,true
AXDX,2021-05-26,true
AXGN,2021-05-26,true
AXL,2021-05-26,true
AXLA,2021-05-26,true
AXNX,2021-05-26,true
AXON,2021-05-26,true
AXP,2021-05-26,true
AXR,2021-05-26,true
AXS,2021-05-26,true
AXS-E,2021-05-26,true
AXSM,2021-05-26,true
AXTA,2021-05-26,true
AXTI,2021-05-26,true
AXU,2021-05-26,true
AY,2021-05-26,true
AYI,2021-05-26,true
AYLA,2021-05-26,true
AYRO,2021-05-26,true
AYTU,2021-05-26,true
AYX,2021-05-26,true
AZAA,2021-05-26,true
AZAJ,2021-05-26,true
AZAL,2021-05-26,true
AZAO,2021-05-26,true
AZBA,2021-05-26,true
AZBJ,2021-05-26,true
AZBL,2021-05-26,true
AZBO,2021-05-26,true
AZEK,2021-05-26,true
AZN,2021-05-26,true
AZO,2021-05-26,true
AZPN,2021-05-26,true
AZRE,2021-05-26,true
AZRX,2021-05-26,true
AZUL,2021-05-26,true
AZYO,2021-05-26,true
AZZ,2021-05-26,true
B,2021-05-26,true
BA,2021-05-26,true
BAB,2021-05-26,true
BABA,2021-05-26,true
BAC,2021-05-26,true
BAC-B,2021-05-26,true
BAC-E,2021-05-26,true
BAC-K,2021-05-26,true
BAC-L,2021-05-26,true
BAC-M,2021-05-26,true
BAC-N,2021-05-26,true
BAC-O,2021-05-26,true
BAC-P,2021-05-26,true
BAH,2021-05-26,true
BAK,2021-05-26,true
BAL,2021-05-26,true
BALY,2021-05-26,true
BAM,2021-05-26,true
BAMH,2021-05-26,true
BAMI,2021-05-26,true
BANC,2021-05-26,true
BANC-E,2021-05-26,true
BAND,2021-05-26,true
BANF,2021-05-26,true
BANFP,2021-05-26,true
BANR,2021-05-26,true
BANX,2021-05-26,true
BAOS,2021-05-26,true
BAP,2021-05-26,true
BAPR,2021-05-26,true
BAR,2021-05-26,true
BATL,2021-05-26,true
BATRA,2021-05-26,true
BATRK,2021-05-26,true
BATT,2021-05-26,true
BAUG,2021-05-26,true
BAX,2021-05-26,true
BB,2021-05-26,true
BBAR,2021-05-26,true
BBAX,2021-05-26,true
BBBY,2021-05-26,true
BBC,2021-05-26,true
BBCA,2021-05-26,true
BBCP,2021-05-26,true
BBD,2021-05-26,true
BBDC,2021-05-26,true
BBDO,2021-05-26,true
BBEU,2021-05-26,true
BBGI,2021-05-26,true
BBH,2021-05-26,true
BBI,2021-05-26,true
BBIG,2021-05-26,true
BBIN,2021-05-26,true
BBIO,2021-05-26,true
BBJP,2021-05-26,true
BBL,2021-05-26,true
BBMC,2021-05-26,true
BBN,2021-05-26,true
BBP,2021-05-26,true
BBQ,2021-05-26,true
BBRE,2021-05-26,true
BBSA,2021-05-26,true
BBSC,2021-05-26,true
BBSI,2021-05-26,true
BBU,2021-05-26,true
BBUS,2021-05-26,true
BBVA,2021-05-26,true
BBW,2021-05-26,true
BBY,2021-05-26,true
BC,2021-05-26,true
BC-A,2021-05-26,true
